Stock,Year,Month,Day,Open,High,Low,Close
AAPL,2019,11,21,65.922501,66.002502,65.294998,65.502502
AAPL,2019,11,22,65.647499,65.794998,65.209999,65.445
AAPL,2019,11,25,65.677498,66.610001,65.629997,66.592499
AAPL,2019,11,26,66.735001,66.790001,65.625,66.072502
AAPL,2019,11,27,66.394997,66.995003,66.327499,66.959999
AAPL,2019,11,29,66.650002,67.0,66.474998,66.8125
AAPL,2019,12,2,66.817497,67.0625,65.862503,66.040001
AAPL,2019,12,3,64.577499,64.8825,64.072502,64.862503
AAPL,2019,12,4,65.267502,65.827499,65.169998,65.434998
AAPL,2019,12,5,65.947502,66.472504,65.682503,66.394997
AAPL,2019,12,6,66.870003,67.75,66.824997,67.677498
AAPL,2019,12,9,67.5,67.699997,66.227501,66.730003
AAPL,2019,12,10,67.150002,67.517502,66.464996,67.120003
AAPL,2019,12,11,67.202499,67.775002,67.125,67.692497
AAPL,2019,12,12,66.945,68.139999,66.830002,115.8950005
AAPL,2019,12,13,67.864998,68.824997,67.732498,68.787498
AAPL,2019,12,16,69.25,70.197502,69.245003,69.964996
AAPL,2019,12,17,69.892502,70.442497,69.699997,70.102501
AAPL,2019,12,18,69.949997,70.474998,69.779999,69.934998
AAPL,2019,12,19,69.875,70.294998,69.737503,70.004997
AAPL,2019,12,20,70.557503,70.662498,69.639999,69.860001
AAPL,2019,12,23,70.1325,71.0625,70.092499,71.0
AAPL,2019,12,24,71.172501,71.222504,70.730003,71.067497
AAPL,2019,12,26,71.205002,72.495003,71.175003,72.477501
AAPL,2019,12,27,72.779999,73.4925,72.029999,72.449997
AAPL,2019,12,30,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2019,12,31,72.482498,73.419998,72.379997,73.412498
AAPL,2020,1,2,74.059998,75.150002,73.797501,75.087502
AAPL,2020,1,3,74.287498,75.144997,74.125,74.357498
AAPL,2020,1,6,73.447502,74.989998,73.1875,74.949997
AAPL,2020,1,7,74.959999,75.224998,74.370003,74.597504
AAPL,2020,1,8,74.290001,76.110001,74.290001,75.797501
AAPL,2020,1,9,76.809998,77.607498,76.550003,77.407501
AAPL,2020,1,10,77.650002,78.167503,77.0625,77.582497
AAPL,2020,1,13,77.910004,79.267502,77.787498,79.239998
AAPL,2020,1,14,79.175003,79.392502,78.042503,78.169998
AAPL,2020,1,15,77.962502,78.875,77.387497,77.834999
AAPL,2020,1,16,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2020,1,17,79.067497,79.684998,78.75,79.682503
AAPL,2020,1,21,79.297501,79.754997,79.0,79.142502
AAPL,2020,1,22,79.644997,79.997498,79.327499,79.425003
AAPL,2020,1,23,79.480003,79.889999,78.912498,79.807503
AAPL,2020,1,24,80.0625,80.832497,79.379997,79.577499
AAPL,2020,1,27,77.514999,77.942497,76.220001,77.237503
AAPL,2020,1,28,78.150002,79.599998,78.047501,79.422501
AAPL,2020,1,29,81.112503,81.962502,80.345001,81.084999
AAPL,2020,1,30,80.135002,81.022499,79.6875,80.967499
AAPL,2020,1,31,80.232498,80.669998,77.072502,77.377502
AAPL,2020,2,3,76.074997,78.372498,75.555,77.165001
AAPL,2020,2,4,78.827499,79.910004,78.407501,115.8950005
AAPL,2020,2,5,80.879997,81.190002,79.737503,80.362503
AAPL,2020,2,6,80.642502,81.305,80.065002,81.302498
AAPL,2020,2,7,80.592499,80.849998,79.5,80.0075
AAPL,2020,2,10,78.544998,80.387497,78.462502,80.387497
AAPL,2020,2,11,80.900002,80.974998,79.677498,79.902496
AAPL,2020,2,12,80.3675,81.805,80.3675,81.800003
AAPL,2020,2,13,81.047501,81.555,80.837502,81.217499
AAPL,2020,2,14,81.184998,81.495003,80.712502,81.237503
AAPL,2020,2,18,78.839996,79.9375,78.652496,79.75
AAPL,2020,2,19,80.0,81.142502,80.0,80.904999
AAPL,2020,2,20,80.657501,81.162498,79.552498,80.074997
AAPL,2020,2,21,79.654999,80.112503,77.625,78.262497
AAPL,2020,2,24,74.315002,76.044998,72.307503,74.544998
AAPL,2020,2,25,75.237503,75.6325,71.532501,72.019997
AAPL,2020,2,26,71.6325,74.470001,71.625,73.162498
AAPL,2020,2,27,70.275002,71.5,68.239998,68.379997
AAPL,2020,2,28,64.315002,69.602501,64.092499,68.339996
AAPL,2020,3,2,70.57,75.360001,69.43,74.702499
AAPL,2020,3,3,75.917503,76.0,71.449997,72.330002
AAPL,2020,3,4,74.110001,75.849998,73.282501,75.684998
AAPL,2020,3,5,73.879997,74.887497,72.852501,73.230003
AAPL,2020,3,6,70.5,72.705002,70.307503,72.2575
AAPL,2020,3,9,65.9375,69.522499,65.75,66.542503
AAPL,2020,3,10,69.285004,71.610001,67.342499,71.334999
AAPL,2020,3,11,69.347504,70.305,67.964996,68.857498
AAPL,2020,3,12,63.985001,67.5,62.0,62.057499
AAPL,2020,3,13,66.222504,69.980003,63.237499,69.4925
AAPL,2020,3,16,60.487499,64.769997,60.0,60.552502
AAPL,2020,3,17,61.877499,64.402496,59.599998,63.215
AAPL,2020,3,18,59.942501,62.5,59.279999,61.6675
AAPL,2020,3,19,61.8475,63.209999,60.6525,61.195
AAPL,2020,3,20,61.794998,62.9575,57.0,57.310001
AAPL,2020,3,23,57.02,57.125,53.1525,56.092499
AAPL,2020,3,24,59.09,61.922501,58.575001,61.720001
AAPL,2020,3,25,62.6875,64.5625,61.075001,61.380001
AAPL,2020,3,26,61.630001,64.669998,61.59,64.610001
AAPL,2020,3,27,63.1875,63.967499,61.762501,61.935001
AAPL,2020,3,30,62.685001,63.880001,62.349998,63.702499
AAPL,2020,3,31,63.900002,65.622498,63.0,63.572498
AAPL,2020,4,1,61.625,62.18,59.782501,60.227501
AAPL,2020,4,2,60.084999,61.287498,59.224998,115.8950005
AAPL,2020,4,3,60.700001,61.424999,59.7425,60.352501
AAPL,2020,4,6,62.724998,65.777496,62.345001,65.6175
AAPL,2020,4,7,67.699997,67.925003,64.75,64.857498
AAPL,2020,4,8,65.684998,66.842499,65.307503,66.517502
AAPL,2020,4,9,67.175003,67.517502,66.175003,66.997498
AAPL,2020,4,13,67.077499,68.425003,66.457497,68.3125
AAPL,2020,4,14,70.0,72.0625,69.512497,115.8950005
AAPL,2020,4,15,70.599998,71.582497,70.157501,71.107498
AAPL,2020,4,16,71.845001,72.050003,70.587502,71.672501
AAPL,2020,4,17,71.172501,71.737503,69.214996,70.699997
AAPL,2020,4,20,69.487503,70.419998,69.212502,69.232498
AAPL,2020,4,21,69.07,69.3125,66.357498,67.092499
AAPL,2020,4,22,68.402496,69.474998,68.050003,69.025002
AAPL,2020,4,23,68.967499,70.4375,68.717499,68.7575
AAPL,2020,4,24,69.300003,70.752502,69.25,70.7425
AAPL,2020,4,27,70.449997,71.135002,69.987503,70.792503
AAPL,2020,4,28,71.269997,71.457497,69.550003,69.644997
AAPL,2020,4,29,71.182503,72.417503,70.972504,115.8950005
AAPL,2020,4,30,72.489998,73.6325,72.087502,73.449997
AAPL,2020,5,1,71.5625,74.75,71.462502,72.267502
AAPL,2020,5,4,72.292503,73.422501,71.580002,73.290001
AAPL,2020,5,5,73.764999,75.25,73.614998,74.389999
AAPL,2020,5,6,75.114998,75.809998,74.717499,75.157501
AAPL,2020,5,7,75.805,76.292503,75.4925,75.934998
AAPL,2020,5,8,76.410004,77.587502,76.072502,77.532501
AAPL,2020,5,11,77.025002,79.262497,76.809998,78.752502
AAPL,2020,5,12,79.457497,79.922501,77.727501,77.852501
AAPL,2020,5,13,78.037498,78.987503,75.802498,115.8950005
AAPL,2020,5,14,76.127502,77.447502,75.3825,77.385002
AAPL,2020,5,15,75.087502,76.974998,75.052498,76.927498
AAPL,2020,5,18,78.292503,79.125,77.580002,78.739998
AAPL,2020,5,19,78.7575,79.629997,78.252502,78.285004
AAPL,2020,5,20,79.169998,79.879997,79.129997,79.807503
AAPL,2020,5,21,79.665001,80.222504,78.967499,79.212502
AAPL,2020,5,22,78.942497,79.807503,78.837502,79.722504
AAPL,2020,5,26,80.875,81.059998,79.125,115.8950005
AAPL,2020,5,27,79.035004,79.677498,78.272499,79.527496
AAPL,2020,5,28,79.192497,80.860001,78.907501,79.5625
AAPL,2020,5,29,79.8125,80.287498,79.1175,79.485001
AAPL,2020,6,1,79.4375,80.587502,79.302498,80.462502
AAPL,2020,6,2,80.1875,80.860001,79.732498,80.834999
AAPL,2020,6,3,81.165001,81.550003,80.574997,81.279999
AAPL,2020,6,4,81.097504,81.404999,80.195,80.580002
AAPL,2020,6,5,80.837502,82.9375,80.807503,82.875
AAPL,2020,6,8,82.5625,83.400002,81.830002,115.8950005
AAPL,2020,6,9,83.035004,86.402496,83.002502,85.997498
AAPL,2020,6,10,86.974998,88.692497,86.522499,88.209999
AAPL,2020,6,11,87.327499,87.764999,83.870003,83.974998
AAPL,2020,6,12,86.18,86.949997,83.555,84.699997
AAPL,2020,6,15,83.3125,86.419998,83.144997,115.8950005
AAPL,2020,6,16,87.864998,88.300003,86.18,88.019997
AAPL,2020,6,17,88.787498,88.849998,87.772499,87.897499
AAPL,2020,6,18,87.852501,88.362503,87.305,87.932503
AAPL,2020,6,19,88.660004,89.139999,86.287498,87.43
AAPL,2020,6,22,87.834999,89.864998,87.787498,89.717499
AAPL,2020,6,23,91.0,93.095001,90.567497,91.6325
AAPL,2020,6,24,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2020,6,25,90.175003,91.25,89.392502,91.209999
AAPL,2020,6,26,91.102501,91.330002,88.254997,88.407501
AAPL,2020,6,29,88.3125,90.542503,87.82,90.445
AAPL,2020,6,30,90.019997,91.495003,90.0,115.8950005
AAPL,2020,7,1,91.279999,91.839996,90.977501,91.027496
AAPL,2020,7,2,91.962502,92.6175,90.910004,91.027496
AAPL,2020,7,6,92.5,93.945,92.467499,93.462502
AAPL,2020,7,7,93.852501,94.654999,93.057503,93.172501
AAPL,2020,7,8,94.18,95.375,94.089996,95.342499
AAPL,2020,7,9,96.262497,96.317497,94.672501,95.752502
AAPL,2020,7,10,95.334999,95.980003,94.705002,95.919998
AAPL,2020,7,13,97.264999,99.955002,95.2575,95.477501
AAPL,2020,7,14,94.839996,97.254997,93.877502,97.057503
AAPL,2020,7,15,98.989998,99.247498,96.489998,97.724998
AAPL,2020,7,16,96.5625,97.404999,95.904999,96.522499
AAPL,2020,7,17,96.987503,97.147499,95.839996,96.327499
AAPL,2020,7,20,96.417503,98.5,96.0625,98.357498
AAPL,2020,7,21,99.172501,99.25,96.7425,97.0
AAPL,2020,7,22,96.692497,97.974998,96.602501,97.272499
AAPL,2020,7,23,96.997498,97.077499,92.010002,92.845001
AAPL,2020,7,24,90.987503,92.970001,89.144997,92.614998
AAPL,2020,7,27,93.709999,94.904999,93.480003,94.809998
AAPL,2020,7,28,94.3675,94.550003,93.247498,93.252502
AAPL,2020,7,29,93.75,95.230003,93.712502,95.040001
AAPL,2020,7,30,94.1875,96.297501,93.767502,96.190002
AAPL,2020,7,31,102.885002,106.415001,100.824997,106.260002
AAPL,2020,8,3,108.199997,111.637497,107.892502,108.9375
AAPL,2020,8,4,109.1325,110.790001,108.387497,109.665001
AAPL,2020,8,5,109.377502,110.392502,108.897499,110.0625
AAPL,2020,8,6,110.404999,114.412498,109.797501,113.902496
AAPL,2020,8,7,113.205002,113.675003,110.292503,111.112503
AAPL,2020,8,10,112.599998,113.775002,110.0,112.727501
AAPL,2020,8,11,111.970001,112.482498,109.107498,109.375
AAPL,2020,8,12,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2020,8,13,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2020,8,14,114.830002,115.0,113.044998,114.907501
AAPL,2020,8,17,116.0625,116.087502,113.962502,114.607498
AAPL,2020,8,18,114.352501,116.0,114.0075,115.5625
AAPL,2020,8,19,115.982498,117.162498,115.610001,115.707497
AAPL,2020,8,20,115.75,118.392502,115.732498,118.275002
AAPL,2020,8,21,119.262497,124.8675,119.25,124.370003
AAPL,2020,8,24,128.697495,128.785004,123.9375,125.857498
AAPL,2020,8,25,124.697502,125.18,123.052498,124.824997
AAPL,2020,8,26,126.18,126.9925,125.082497,126.522499
AAPL,2020,8,27,127.142502,127.485001,123.832497,125.010002
AAPL,2020,8,28,126.012497,126.442497,124.577499,124.807503
AAPL,2020,8,31,127.580002,131.0,126.0,129.039993
AAPL,2020,9,1,132.759995,134.800003,130.529999,134.179993
AAPL,2020,9,2,137.589996,137.979996,127.0,131.399994
AAPL,2020,9,3,126.910004,128.839996,120.5,120.879997
AAPL,2020,9,4,120.07,123.699997,110.889999,120.959999
AAPL,2020,9,8,113.949997,118.989998,112.68,112.82
AAPL,2020,9,9,117.260002,119.139999,115.260002,117.32
AAPL,2020,9,10,120.360001,120.5,112.5,113.489998
AAPL,2020,9,11,114.57,115.230003,110.0,112.0
AAPL,2020,9,14,114.720001,115.93,112.800003,115.360001
AAPL,2020,9,15,118.330002,118.830002,113.610001,115.540001
AAPL,2020,9,16,115.230003,116.0,112.040001,112.129997
AAPL,2020,9,17,109.720001,112.199997,108.709999,110.339996
AAPL,2020,9,18,110.400002,110.879997,106.089996,106.839996
AAPL,2020,9,21,104.540001,110.190002,103.099998,110.080002
AAPL,2020,9,22,112.68,112.860001,109.160004,111.809998
AAPL,2020,9,23,111.620003,112.110001,106.769997,107.120003
AAPL,2020,9,24,105.169998,110.25,105.0,108.220001
AAPL,2020,9,25,108.43,112.440002,107.669998,112.279999
AAPL,2020,9,28,115.010002,115.32,112.779999,114.959999
AAPL,2020,9,29,114.550003,115.309998,113.57,114.089996
AAPL,2020,9,30,113.790001,117.260002,113.620003,115.809998
AAPL,2020,10,1,117.639999,117.720001,115.830002,116.790001
AAPL,2020,10,2,112.889999,115.370003,112.220001,113.019997
AAPL,2020,10,5,113.910004,116.650002,113.550003,116.5
AAPL,2020,10,6,115.699997,116.120003,112.25,113.160004
AAPL,2020,10,7,114.620003,115.550003,114.129997,115.080002
AAPL,2020,10,8,116.25,116.400002,114.589996,114.970001
AAPL,2020,10,9,115.279999,117.0,114.919998,116.970001
AAPL,2020,10,12,120.059998,125.18,119.279999,124.400002
AAPL,2020,10,13,125.269997,125.389999,119.650002,121.099998
AAPL,2020,10,14,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2020,10,15,118.720001,121.199997,118.150002,120.709999
AAPL,2020,10,16,121.279999,121.550003,118.809998,119.019997
AAPL,2020,10,19,119.959999,120.419998,115.660004,115.980003
AAPL,2020,10,20,116.199997,118.980003,115.629997,117.510002
AAPL,2020,10,21,116.669998,118.709999,116.449997,116.870003
AAPL,2020,10,22,117.449997,118.040001,114.589996,115.75
AAPL,2020,10,23,116.389999,116.550003,114.279999,115.040001
AAPL,2020,10,26,114.010002,116.550003,112.879997,115.050003
AAPL,2020,10,27,115.489998,117.279999,114.540001,116.599998
AAPL,2020,10,28,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2020,10,29,112.370003,116.93,112.199997,115.32
AAPL,2020,10,30,111.059998,111.989998,107.720001,108.860001
AAPL,2020,11,2,109.110001,110.68,107.32,108.769997
AAPL,2020,11,3,109.660004,111.489998,108.730003,110.440002
AAPL,2020,11,4,114.139999,115.589996,112.349998,114.949997
AAPL,2020,11,5,117.949997,119.620003,116.870003,119.029999
AAPL,2020,11,6,118.32,119.199997,116.129997,118.690002
AAPL,2020,11,9,120.5,121.989998,116.050003,116.32
AAPL,2020,11,10,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2020,11,11,117.190002,119.629997,116.440002,119.489998
AAPL,2020,11,12,119.620003,120.529999,118.57,119.209999
AAPL,2020,11,13,119.440002,119.669998,117.870003,119.260002
AAPL,2020,11,16,118.919998,120.989998,118.150002,120.300003
AAPL,2020,11,17,119.550003,120.669998,118.959999,119.389999
AAPL,2020,11,18,118.610001,119.82,118.0,118.029999
AAPL,2020,11,19,117.589996,119.059998,116.809998,118.639999
AAPL,2020,11,20,118.639999,118.769997,117.290001,117.339996
AAPL,2020,11,23,117.18,117.620003,113.75,113.849998
AAPL,2020,11,24,113.910004,115.849998,112.589996,115.8950005
AAPL,2020,11,25,115.550003,116.75,115.169998,116.029999
AAPL,2020,11,27,116.57,117.489998,116.220001,116.589996
AAPL,2020,11,30,116.970001,120.970001,116.809998,119.050003
AAPL,2020,12,1,121.010002,123.470001,120.010002,122.720001
AAPL,2020,12,2,122.019997,123.370003,120.889999,123.080002
AAPL,2020,12,3,123.519997,123.779999,122.209999,122.940002
AAPL,2020,12,4,122.599998,122.860001,121.519997,122.25
AAPL,2020,12,7,122.309998,124.57,122.25,123.75
AAPL,2020,12,8,124.370003,124.980003,123.089996,124.379997
AAPL,2020,12,9,124.529999,125.949997,121.0,121.779999
AAPL,2020,12,10,120.5,123.870003,120.150002,123.239998
AAPL,2020,12,11,122.43,122.760002,120.550003,122.410004
AAPL,2020,12,14,122.599998,123.349998,121.540001,121.779999
AAPL,2020,12,15,124.339996,127.900002,124.129997,127.879997
AAPL,2020,12,16,127.410004,128.369995,126.559998,127.809998
AAPL,2020,12,17,128.899994,129.580002,128.039993,128.699997
AAPL,2020,12,18,128.960007,129.100006,126.120003,115.8950005
AAPL,2020,12,21,125.019997,128.309998,123.449997,128.229996
AAPL,2020,12,22,131.610001,134.410004,129.649994,131.880005
AAPL,2020,12,23,132.160004,132.429993,130.779999,130.960007
AAPL,2020,12,24,131.320007,133.460007,131.100006,131.970001
AAPL,2020,12,28,133.990005,137.339996,133.509995,136.690002
AAPL,2020,12,29,138.050003,138.789993,134.339996,134.869995
AAPL,2020,12,30,135.580002,135.990005,133.399994,133.720001
AAPL,2020,12,31,134.080002,134.740005,131.720001,132.690002
AAPL,2021,1,4,133.520004,133.610001,126.760002,129.410004
AAPL,2021,1,5,128.889999,131.740005,128.429993,131.009995
AAPL,2021,1,6,127.720001,131.050003,126.379997,126.599998
AAPL,2021,1,7,128.360001,131.630005,127.860001,130.919998
AAPL,2021,1,8,132.429993,132.630005,130.229996,132.050003
AAPL,2021,1,11,129.190002,130.169998,128.5,128.979996
AAPL,2021,1,12,128.5,129.690002,126.860001,128.800003
AAPL,2021,1,13,128.759995,131.449997,128.490005,130.889999
AAPL,2021,1,14,130.800003,131.0,128.759995,128.910004
AAPL,2021,1,15,128.779999,130.220001,127.0,127.139999
AAPL,2021,1,19,127.779999,128.710007,126.940002,127.830002
AAPL,2021,1,20,128.660004,132.490005,128.550003,132.029999
AAPL,2021,1,21,133.800003,139.669998,133.589996,136.869995
AAPL,2021,1,22,136.279999,139.850006,135.020004,139.070007
AAPL,2021,1,25,143.070007,145.089996,136.539993,142.919998
AAPL,2021,1,26,143.600006,144.300003,141.369995,143.160004
AAPL,2021,1,27,143.429993,144.300003,140.410004,142.059998
AAPL,2021,1,28,139.520004,141.990005,136.699997,137.089996
AAPL,2021,1,29,135.830002,136.740005,130.210007,131.960007
AAPL,2021,2,1,133.75,135.380005,130.929993,134.139999
AAPL,2021,2,2,135.729996,136.309998,134.610001,134.990005
AAPL,2021,2,3,135.759995,135.770004,133.610001,133.940002
AAPL,2021,2,4,136.300003,137.399994,134.589996,137.389999
AAPL,2021,2,5,137.350006,137.419998,135.860001,136.759995
AAPL,2021,2,8,136.029999,136.960007,134.919998,136.910004
AAPL,2021,2,9,136.619995,137.880005,135.850006,136.009995
AAPL,2021,2,10,136.479996,136.990005,134.399994,135.389999
AAPL,2021,2,11,135.899994,136.389999,133.770004,135.130005
AAPL,2021,2,12,134.350006,135.529999,133.690002,135.369995
AAPL,2021,2,16,135.490005,136.009995,132.789993,133.190002
AAPL,2021,2,17,131.25,132.220001,129.470001,130.839996
AAPL,2021,2,18,129.199997,130.0,127.410004,129.710007
AAPL,2021,2,19,130.240005,130.710007,128.800003,129.869995
AAPL,2021,2,22,128.009995,129.720001,125.599998,126.0
AAPL,2021,2,23,123.760002,126.709999,118.389999,125.860001
AAPL,2021,2,24,124.940002,125.559998,122.230003,125.349998
AAPL,2021,2,25,124.68,126.459999,120.540001,120.989998
AAPL,2021,2,26,122.589996,124.849998,121.199997,115.8950005
AAPL,2021,3,1,123.75,127.93,122.790001,127.790001
AAPL,2021,3,2,128.410004,128.720001,125.010002,125.120003
AAPL,2021,3,3,124.809998,125.709999,121.839996,122.059998
AAPL,2021,3,4,121.75,123.599998,118.620003,120.129997
AAPL,2021,3,5,120.980003,121.940002,117.57,121.419998
AAPL,2021,3,8,120.93,121.0,116.209999,115.8950005
AAPL,2021,3,9,119.029999,122.059998,118.790001,121.089996
AAPL,2021,3,10,121.690002,122.169998,119.449997,119.980003
AAPL,2021,3,11,122.540001,123.209999,121.260002,121.959999
AAPL,2021,3,12,120.400002,121.169998,119.160004,121.029999
AAPL,2021,3,15,121.410004,124.0,120.419998,123.989998
AAPL,2021,3,16,125.699997,127.220001,124.720001,125.57
AAPL,2021,3,17,124.050003,125.860001,122.339996,124.760002
AAPL,2021,3,18,122.879997,123.18,120.32,120.529999
AAPL,2021,3,19,119.900002,121.43,119.68,119.989998
AAPL,2021,3,22,120.330002,123.870003,120.260002,123.389999
AAPL,2021,3,23,123.330002,124.239998,122.139999,122.540001
AAPL,2021,3,24,122.82,122.900002,120.07,120.089996
AAPL,2021,3,25,119.540001,121.660004,119.0,120.589996
AAPL,2021,3,26,120.349998,121.480003,118.919998,121.209999
AAPL,2021,3,29,121.650002,122.580002,120.730003,121.389999
AAPL,2021,3,30,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2021,3,31,121.650002,123.519997,121.150002,122.150002
AAPL,2021,4,1,123.660004,124.18,122.489998,123.0
AAPL,2021,4,5,123.870003,126.160004,123.07,125.900002
AAPL,2021,4,6,126.5,127.129997,125.650002,126.209999
AAPL,2021,4,7,125.830002,127.919998,125.139999,127.900002
AAPL,2021,4,8,128.949997,130.389999,128.520004,130.360001
AAPL,2021,4,9,129.800003,133.039993,129.470001,133.0
AAPL,2021,4,12,132.520004,132.850006,130.630005,131.240005
AAPL,2021,4,13,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2021,4,14,134.940002,135.0,131.660004,132.029999
AAPL,2021,4,15,133.820007,135.0,133.639999,134.5
AAPL,2021,4,16,134.300003,134.669998,133.279999,134.160004
AAPL,2021,4,19,133.509995,135.470001,133.339996,134.839996
AAPL,2021,4,20,135.020004,135.529999,131.809998,133.110001
AAPL,2021,4,21,132.360001,133.75,131.300003,133.5
AAPL,2021,4,22,133.039993,134.149994,131.410004,131.940002
AAPL,2021,4,23,132.160004,135.119995,132.160004,134.320007
AAPL,2021,4,26,134.830002,135.059998,133.559998,134.720001
AAPL,2021,4,27,135.009995,135.410004,134.110001,134.389999
AAPL,2021,4,28,134.309998,135.020004,133.080002,115.8950005
AAPL,2021,4,29,136.470001,137.070007,132.449997,133.479996
AAPL,2021,4,30,131.779999,133.559998,131.070007,131.460007
AAPL,2021,5,3,132.039993,134.070007,131.830002,132.539993
AAPL,2021,5,4,131.190002,131.490005,126.699997,127.849998
AAPL,2021,5,5,129.199997,130.449997,127.970001,128.100006
AAPL,2021,5,6,127.889999,129.75,127.129997,129.740005
AAPL,2021,5,7,130.850006,131.259995,129.479996,130.210007
AAPL,2021,5,10,129.410004,129.539993,126.809998,126.849998
AAPL,2021,5,11,123.5,126.269997,122.769997,125.910004
AAPL,2021,5,12,123.400002,124.639999,122.25,122.769997
AAPL,2021,5,13,124.580002,126.150002,124.260002,124.970001
AAPL,2021,5,14,126.25,127.889999,125.849998,127.449997
AAPL,2021,5,17,126.82,126.93,125.169998,126.269997
AAPL,2021,5,18,126.559998,126.989998,124.779999,124.849998
AAPL,2021,5,19,123.160004,124.919998,122.860001,124.690002
AAPL,2021,5,20,125.230003,127.720001,125.099998,127.309998
AAPL,2021,5,21,127.82,128.0,125.209999,125.43
AAPL,2021,5,24,126.010002,127.940002,125.940002,127.099998
AAPL,2021,5,25,127.82,128.320007,126.32,126.900002
AAPL,2021,5,26,126.959999,127.389999,126.419998,126.849998
AAPL,2021,5,27,126.440002,127.639999,125.080002,125.279999
AAPL,2021,5,28,125.57,125.800003,124.550003,124.610001
AAPL,2021,6,1,125.080002,125.349998,123.940002,124.279999
AAPL,2021,6,2,124.279999,125.239998,124.050003,125.059998
AAPL,2021,6,3,124.68,124.849998,123.129997,123.540001
AAPL,2021,6,4,124.07,126.160004,123.849998,125.889999
AAPL,2021,6,7,126.169998,126.32,124.830002,125.900002
AAPL,2021,6,8,126.599998,128.460007,126.209999,126.739998
AAPL,2021,6,9,127.209999,127.75,126.519997,127.129997
AAPL,2021,6,10,127.019997,128.190002,125.940002,126.110001
AAPL,2021,6,11,126.529999,127.440002,126.099998,127.349998
AAPL,2021,6,14,127.82,130.539993,127.07,130.479996
AAPL,2021,6,15,129.940002,130.600006,129.389999,129.639999
AAPL,2021,6,16,130.369995,130.889999,128.460007,130.149994
AAPL,2021,6,17,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2021,6,18,130.710007,131.509995,130.240005,130.460007
AAPL,2021,6,21,130.300003,132.410004,129.210007,132.300003
AAPL,2021,6,22,132.130005,134.080002,131.619995,133.979996
AAPL,2021,6,23,133.770004,134.320007,133.229996,133.699997
AAPL,2021,6,24,115.86624900000001,117.21125,114.0687485,115.8950005
AAPL,2021,6,25,133.460007,133.889999,132.809998,133.110001
AAPL,2021,6,28,133.410004,135.25,133.350006,134.779999
