Stock,Year,Month,Day,Open,High,Low,Close
FB,2020,3,30,159.179993,166.75,158.059998,165.949997
FB,2020,3,31,165.479996,170.929993,164.199997,166.800003
FB,2020,4,1,263.059998,267.75,259.809998,263.41499350000004
FB,2020,4,2,159.100006,161.350006,155.919998,158.190002
FB,2020,4,3,157.149994,157.910004,150.830002,154.179993
FB,2020,4,6,160.149994,166.199997,158.509995,165.550003
FB,2020,4,7,171.789993,173.389999,166.009995,168.830002
FB,2020,4,8,171.25,175.0,167.740005,174.279999
FB,2020,4,9,175.899994,177.080002,171.570007,175.190002
FB,2020,4,13,173.669998,175.0,169.449997,174.789993
FB,2020,4,14,178.979996,181.229996,176.619995,178.169998
FB,2020,4,15,263.059998,267.75,259.809998,263.41499350000004
FB,2020,4,16,177.949997,178.050003,172.509995,176.25
FB,2020,4,17,179.199997,180.279999,176.660004,179.240005
FB,2020,4,20,177.410004,180.5,176.770004,178.240005
FB,2020,4,21,175.25,175.380005,168.339996,170.800003
FB,2020,4,22,178.449997,184.779999,178.139999,182.279999
FB,2020,4,23,184.080002,187.050003,183.149994,185.130005
FB,2020,4,24,263.059998,267.75,259.809998,263.41499350000004
FB,2020,4,27,192.660004,193.75,187.410004,187.5
FB,2020,4,28,188.660004,189.199997,182.559998,182.910004
FB,2020,4,29,190.929993,196.910004,190.0,194.190002
FB,2020,4,30,206.919998,209.690002,201.570007,204.710007
FB,2020,5,1,201.600006,207.279999,199.050003,202.270004
FB,2020,5,4,200.199997,205.910004,198.759995,205.259995
FB,2020,5,5,207.020004,210.380005,206.5,207.070007
FB,2020,5,6,208.119995,211.600006,206.660004,208.470001
FB,2020,5,7,211.160004,211.600006,209.039993,211.259995
FB,2020,5,8,212.240005,213.210007,210.850006,212.350006
FB,2020,5,11,210.889999,215.0,210.369995,213.179993
FB,2020,5,12,213.289993,215.279999,210.0,263.41499350000004
FB,2020,5,13,209.429993,210.779999,202.110001,205.100006
FB,2020,5,14,202.559998,206.929993,200.690002,206.809998
FB,2020,5,15,205.270004,211.339996,204.119995,210.880005
FB,2020,5,18,212.149994,214.639999,210.940002,213.190002
FB,2020,5,19,213.270004,220.490005,212.830002,216.880005
FB,2020,5,20,223.5,231.339996,223.190002,229.970001
FB,2020,5,21,234.720001,237.199997,231.199997,231.389999
FB,2020,5,22,231.509995,235.990005,228.740005,234.910004
FB,2020,5,26,239.770004,240.899994,231.669998,232.199997
FB,2020,5,27,229.070007,230.559998,221.130005,229.139999
FB,2020,5,28,224.300003,231.630005,224.0,225.460007
FB,2020,5,29,225.199997,227.490005,222.880005,225.089996
FB,2020,6,1,224.589996,232.440002,223.5,231.910004
FB,2020,6,2,230.940002,233.0,226.559998,232.720001
FB,2020,6,3,263.059998,267.75,259.809998,263.41499350000004
FB,2020,6,4,229.559998,231.630005,224.610001,226.289993
FB,2020,6,5,226.710007,231.350006,225.309998,230.770004
FB,2020,6,8,229.029999,231.550003,227.410004,231.399994
FB,2020,6,9,231.520004,239.770004,230.410004,238.669998
FB,2020,6,10,240.960007,241.210007,235.279999,236.729996
FB,2020,6,11,229.940002,232.889999,223.550003,224.429993
FB,2020,6,12,229.899994,231.660004,224.5,228.580002
FB,2020,6,15,225.089996,233.770004,224.800003,232.5
FB,2020,6,16,237.139999,238.460007,233.0,235.649994
FB,2020,6,17,235.0,237.589996,231.729996,235.529999
FB,2020,6,18,234.990005,236.139999,232.149994,235.940002
FB,2020,6,19,237.789993,240.830002,235.550003,238.789993
FB,2020,6,22,238.559998,240.699997,236.910004,239.220001
FB,2020,6,23,241.279999,245.190002,239.860001,242.240005
FB,2020,6,24,241.199997,243.220001,232.679993,234.020004
FB,2020,6,25,263.059998,267.75,259.809998,263.41499350000004
FB,2020,6,26,232.639999,233.089996,215.399994,263.41499350000004
FB,2020,6,29,209.75,220.75,207.110001,220.639999
FB,2020,6,30,220.589996,227.5,218.470001,227.070007
FB,2020,7,1,228.5,239.0,227.559998,237.550003
FB,2020,7,2,239.0,240.0,232.610001,233.419998
FB,2020,7,6,233.759995,240.399994,232.270004,240.279999
FB,2020,7,7,239.410004,247.649994,238.820007,240.860001
FB,2020,7,8,238.110001,246.990005,236.589996,243.580002
FB,2020,7,9,245.0,246.529999,239.240005,244.5
FB,2020,7,10,243.690002,245.490005,239.320007,245.070007
FB,2020,7,13,247.009995,250.149994,238.419998,239.0
FB,2020,7,14,236.759995,240.330002,232.029999,239.729996
FB,2020,7,15,241.550003,244.820007,238.050003,240.279999
FB,2020,7,16,238.0,241.759995,236.330002,240.929993
FB,2020,7,17,241.0,244.160004,237.860001,242.029999
FB,2020,7,20,240.059998,246.050003,235.639999,245.419998
FB,2020,7,21,246.220001,246.910004,240.080002,241.75
FB,2020,7,22,240.259995,241.899994,238.119995,239.869995
FB,2020,7,23,239.630005,242.419998,231.75,232.600006
FB,2020,7,24,230.190002,233.490005,226.899994,230.710007
FB,2020,7,27,231.460007,234.949997,230.830002,233.5
FB,2020,7,28,234.630005,234.960007,229.830002,230.119995
FB,2020,7,29,231.139999,233.699997,230.309998,233.289993
FB,2020,7,30,230.220001,234.889999,229.0,234.5
FB,2020,7,31,255.820007,255.850006,249.0,263.41499350000004
FB,2020,8,3,263.059998,267.75,259.809998,263.41499350000004
FB,2020,8,4,251.559998,252.800003,247.429993,249.830002
FB,2020,8,5,250.190002,252.270004,247.770004,249.119995
FB,2020,8,6,249.039993,266.600006,248.669998,265.279999
FB,2020,8,7,264.079987,278.890015,263.429993,268.440002
FB,2020,8,10,268.040009,273.859985,259.690002,263.0
FB,2020,8,11,260.190002,265.920013,255.130005,256.130005
FB,2020,8,12,258.970001,263.899994,258.109985,259.890015
FB,2020,8,13,261.549988,265.160004,259.570007,261.299988
FB,2020,8,14,262.309998,262.649994,258.679993,261.23999
FB,2020,8,17,262.5,264.100006,259.399994,261.160004
FB,2020,8,18,260.950012,265.149994,259.26001,262.339996
FB,2020,8,19,261.390015,267.910004,261.350006,262.589996
FB,2020,8,20,261.5,269.630005,261.459991,269.01001
FB,2020,8,21,268.690002,270.48999,266.420013,267.01001
FB,2020,8,24,271.070007,277.25,268.769989,271.390015
FB,2020,8,25,272.410004,283.089996,270.26001,280.820007
FB,2020,8,26,284.0,304.670013,284.0,303.910004
FB,2020,8,27,300.160004,301.230011,292.019989,293.220001
FB,2020,8,28,295.0,297.230011,290.980011,263.41499350000004
FB,2020,8,31,293.950012,296.880005,291.549988,293.200012
FB,2020,9,1,294.709991,301.48999,292.709991,295.440002
FB,2020,9,2,298.880005,303.600006,293.049988,302.5
FB,2020,9,3,295.98999,297.600006,283.630005,291.119995
FB,2020,9,4,287.25,289.0,271.140015,282.730011
FB,2020,9,8,271.279999,279.299988,269.420013,271.160004
FB,2020,9,9,275.769989,278.480011,271.350006,273.720001
FB,2020,9,10,275.51001,279.160004,267.029999,268.089996
FB,2020,9,11,270.059998,271.390015,262.640015,266.609985
FB,2020,9,14,270.950012,276.640015,265.700012,266.149994
FB,2020,9,15,270.670013,274.519989,269.299988,272.420013
FB,2020,9,16,267.290009,272.440002,261.790009,263.519989
FB,2020,9,17,258.279999,261.5,250.190002,254.820007
FB,2020,9,18,258.399994,259.200012,250.050003,252.529999
FB,2020,9,21,247.539993,249.949997,244.130005,248.149994
FB,2020,9,22,253.309998,255.320007,248.220001,254.75
FB,2020,9,23,255.259995,257.98999,248.149994,249.020004
FB,2020,9,24,263.059998,267.75,259.809998,263.41499350000004
FB,2020,9,25,249.399994,255.75,246.610001,254.820007
FB,2020,9,28,259.399994,259.600006,254.820007,256.820007
FB,2020,9,29,257.809998,263.329987,256.899994,261.790009
FB,2020,9,30,261.980011,266.079987,260.100006,261.899994
FB,2020,10,1,265.350006,268.329987,264.799988,266.630005
FB,2020,10,2,261.209991,265.149994,259.179993,259.940002
FB,2020,10,5,262.200012,264.869995,260.839996,264.649994
FB,2020,10,6,261.779999,265.690002,258.23999,258.660004
FB,2020,10,7,259.209991,260.179993,254.820007,258.119995
FB,2020,10,8,259.75,264.619995,259.149994,263.76001
FB,2020,10,9,264.519989,264.75,262.170013,264.450012
FB,2020,10,12,270.200012,280.179993,267.869995,275.75
FB,2020,10,13,277.579987,279.100006,273.390015,263.41499350000004
FB,2020,10,14,277.619995,278.75,271.5,271.820007
FB,2020,10,15,267.600006,269.040009,263.670013,266.720001
FB,2020,10,16,267.380005,271.369995,265.299988,265.929993
FB,2020,10,19,265.529999,268.549988,259.880005,261.399994
FB,2020,10,20,263.059998,269.700012,262.880005,267.559998
FB,2020,10,21,279.559998,283.049988,276.369995,278.730011
FB,2020,10,22,279.869995,282.450012,275.040009,278.119995
FB,2020,10,23,278.799988,285.23999,276.820007,284.790009
FB,2020,10,26,283.160004,285.230011,274.26001,277.109985
FB,2020,10,27,278.76001,284.51001,276.309998,283.290009
FB,2020,10,28,278.790009,278.790009,267.26001,267.670013
FB,2020,10,29,276.549988,283.600006,273.779999,280.829987
FB,2020,10,30,274.5,276.700012,259.100006,263.109985
FB,2020,11,2,264.600006,270.470001,257.339996,261.359985
FB,2020,11,3,263.160004,270.049988,260.880005,265.299988
FB,2020,11,4,281.0,288.940002,278.619995,287.380005
FB,2020,11,5,291.899994,297.380005,288.950012,294.679993
FB,2020,11,6,293.950012,294.600006,288.059998,293.410004
FB,2020,11,9,289.869995,292.579987,278.529999,278.769989
FB,2020,11,10,273.100006,274.0,264.0,272.429993
FB,2020,11,11,273.470001,278.399994,272.480011,276.480011
FB,2020,11,12,277.179993,279.75,274.429993,275.079987
FB,2020,11,13,277.720001,277.76001,273.100006,276.950012
FB,2020,11,16,275.049988,279.410004,274.630005,278.959991
FB,2020,11,17,277.679993,277.679993,273.290009,275.0
FB,2020,11,18,274.519989,277.390015,271.839996,271.970001
FB,2020,11,19,271.019989,273.470001,269.190002,272.940002
FB,2020,11,20,272.559998,273.0,269.410004,269.700012
FB,2020,11,23,270.890015,270.950012,264.529999,268.429993
FB,2020,11,24,268.48999,277.820007,267.869995,276.920013
FB,2020,11,25,278.140015,280.179993,272.649994,275.589996
FB,2020,11,27,277.390015,279.130005,274.820007,277.809998
FB,2020,11,30,276.029999,277.700012,271.01001,276.970001
FB,2020,12,1,279.160004,289.299988,278.959991,286.549988
FB,2020,12,2,285.359985,291.779999,280.829987,287.519989
FB,2020,12,3,286.25,286.649994,281.070007,281.850006
FB,2020,12,4,280.299988,283.459991,279.299988,279.700012
FB,2020,12,7,279.190002,288.48999,278.200012,285.579987
FB,2020,12,8,286.01001,286.429993,281.549988,283.399994
FB,2020,12,9,283.660004,287.630005,271.75,277.920013
FB,2020,12,10,275.540009,278.730011,271.859985,277.119995
FB,2020,12,11,274.529999,276.480011,270.25,263.41499350000004
FB,2020,12,14,273.369995,277.220001,271.559998,274.190002
FB,2020,12,15,274.829987,276.079987,267.470001,275.549988
FB,2020,12,16,274.76001,277.859985,272.51001,275.670013
FB,2020,12,17,277.070007,280.440002,273.609985,274.480011
FB,2020,12,18,275.769989,278.0,271.140015,276.399994
FB,2020,12,21,272.980011,274.670013,267.790009,272.790009
FB,2020,12,22,271.5,271.5,264.630005,267.089996
FB,2020,12,23,266.890015,272.170013,266.230011,268.109985
FB,2020,12,24,268.880005,270.399994,266.200012,267.399994
FB,2020,12,28,268.73999,277.299988,265.660004,263.41499350000004
FB,2020,12,29,276.950012,280.51001,276.279999,276.779999
FB,2020,12,30,277.950012,278.079987,271.709991,271.869995
FB,2020,12,31,272.0,277.089996,269.809998,273.160004
FB,2021,1,4,274.779999,275.0,265.200012,268.940002
FB,2021,1,5,268.290009,272.399994,268.209991,270.970001
FB,2021,1,6,262.0,267.75,260.01001,263.309998
FB,2021,1,7,265.899994,271.609985,264.779999,268.73999
FB,2021,1,8,268.309998,268.950012,263.179993,267.570007
FB,2021,1,11,260.480011,263.470001,255.899994,256.839996
FB,2021,1,12,256.630005,259.720001,250.300003,251.089996
FB,2021,1,13,263.059998,267.75,259.809998,263.41499350000004
FB,2021,1,14,253.399994,255.029999,244.610001,245.639999
FB,2021,1,15,247.899994,253.860001,247.160004,251.360001
FB,2021,1,19,256.899994,262.200012,252.720001,261.100006
FB,2021,1,20,268.929993,270.320007,263.600006,267.480011
FB,2021,1,21,269.26001,273.600006,267.48999,263.41499350000004
FB,2021,1,22,272.01001,278.470001,272.0,274.5
FB,2021,1,25,278.140015,280.100006,271.51001,278.01001
FB,2021,1,26,278.140015,285.390015,277.809998,282.049988
FB,2021,1,27,282.529999,283.450012,268.119995,272.140015
FB,2021,1,28,277.179993,286.790009,264.700012,265.0
FB,2021,1,29,265.299988,266.559998,254.850006,258.329987
FB,2021,2,1,259.519989,264.170013,254.910004,262.01001
FB,2021,2,2,264.0,268.850006,263.269989,263.41499350000004
FB,2021,2,3,265.619995,269.200012,263.839996,266.649994
FB,2021,2,4,267.01001,268.160004,264.0,266.48999
FB,2021,2,5,266.799988,269.170013,265.670013,268.100006
FB,2021,2,8,268.75,269.859985,265.0,266.579987
FB,2021,2,9,266.440002,273.390015,265.75,269.450012
FB,2021,2,10,272.450012,273.799988,267.720001,271.869995
FB,2021,2,11,271.890015,273.579987,268.48999,270.390015
FB,2021,2,12,270.519989,271.179993,268.339996,270.5
FB,2021,2,16,270.799988,276.600006,270.049988,273.970001
FB,2021,2,17,271.23999,273.970001,269.579987,273.570007
FB,2021,2,18,269.570007,271.950012,266.029999,263.41499350000004
FB,2021,2,19,269.859985,270.269989,260.149994,261.559998
FB,2021,2,22,257.950012,263.070007,257.529999,260.329987
FB,2021,2,23,259.5,267.459991,254.960007,265.859985
FB,2021,2,24,262.329987,266.380005,258.390015,264.309998
FB,2021,2,25,262.299988,266.940002,254.039993,254.690002
FB,2021,2,26,256.470001,265.549988,256.470001,257.619995
FB,2021,3,1,260.820007,266.649994,257.899994,264.910004
FB,2021,3,2,265.779999,266.709991,258.649994,259.0
FB,2021,3,3,260.290009,260.98999,255.100006,255.410004
FB,2021,3,4,256.470001,266.48999,253.5,257.640015
FB,2021,3,5,260.670013,265.450012,255.610001,264.279999
FB,2021,3,8,265.549988,265.579987,255.050003,255.309998
FB,2021,3,9,261.179993,268.529999,259.809998,265.73999
FB,2021,3,10,268.640015,268.970001,262.869995,264.899994
FB,2021,3,11,268.109985,277.899994,267.820007,273.880005
FB,2021,3,12,269.140015,269.73999,264.019989,268.399994
FB,2021,3,15,269.079987,275.959991,268.5,273.75
FB,2021,3,16,276.079987,282.140015,274.799988,279.279999
FB,2021,3,17,275.709991,286.230011,275.410004,284.01001
FB,2021,3,18,279.869995,285.190002,278.279999,278.619995
FB,2021,3,19,281.220001,292.799988,281.200012,290.109985
FB,2021,3,22,290.450012,299.709991,286.75,293.540009
FB,2021,3,23,293.149994,298.0,289.809998,290.630005
FB,2021,3,24,291.0,291.720001,281.160004,282.140015
FB,2021,3,25,280.980011,288.059998,277.75,278.73999
FB,2021,3,26,278.299988,284.5,277.769989,283.019989
FB,2021,3,29,285.769989,293.179993,284.700012,290.820007
FB,2021,3,30,289.829987,292.470001,286.700012,288.0
FB,2021,3,31,289.98999,296.5,288.609985,294.529999
FB,2021,4,1,298.399994,302.399994,296.600006,298.660004
FB,2021,4,5,263.059998,267.75,259.809998,263.41499350000004
FB,2021,4,6,308.839996,311.350006,305.25,306.26001
FB,2021,4,7,306.339996,314.25,305.5,313.089996
FB,2021,4,8,314.850006,315.880005,310.049988,313.019989
FB,2021,4,9,311.399994,314.73999,310.329987,312.459991
FB,2021,4,12,311.049988,312.149994,307.929993,311.540009
FB,2021,4,13,312.209991,314.429993,309.320007,309.76001
FB,2021,4,14,307.299988,308.029999,301.950012,302.820007
FB,2021,4,15,306.339996,310.140015,304.100006,307.820007
FB,2021,4,16,308.170013,308.950012,304.609985,306.179993
FB,2021,4,19,305.01001,307.700012,300.559998,302.23999
FB,2021,4,20,301.98999,305.100006,297.209991,302.649994
FB,2021,4,21,301.950012,301.980011,297.390015,301.470001
FB,2021,4,22,301.329987,302.920013,296.040009,296.519989
FB,2021,4,23,298.76001,302.589996,297.149994,301.130005
FB,2021,4,26,263.059998,267.75,259.809998,263.41499350000004
FB,2021,4,27,304.279999,305.339996,301.109985,303.570007
FB,2021,4,28,307.359985,310.920013,305.369995,307.100006
FB,2021,4,29,330.119995,331.809998,321.609985,329.51001
FB,2021,4,30,326.140015,329.820007,324.5,325.079987
FB,2021,5,3,326.170013,328.549988,321.839996,322.579987
FB,2021,5,4,320.019989,322.190002,313.119995,318.359985
FB,2021,5,5,318.190002,321.059998,314.48999,263.41499350000004
FB,2021,5,6,314.519989,320.23999,313.269989,320.019989
FB,2021,5,7,263.059998,267.75,259.809998,263.41499350000004
FB,2021,5,10,314.350006,314.579987,304.829987,305.970001
FB,2021,5,11,300.75,306.839996,299.690002,306.529999
FB,2021,5,12,301.130005,304.959991,298.190002,302.549988
FB,2021,5,13,306.079987,308.859985,302.769989,305.26001
FB,2021,5,14,309.540009,316.850006,309.079987,315.940002
FB,2021,5,17,313.549988,315.679993,311.579987,315.459991
FB,2021,5,18,315.589996,316.5,309.809998,263.41499350000004
FB,2021,5,19,304.190002,314.660004,303.570007,313.589996
FB,2021,5,20,313.579987,319.25,313.160004,318.609985
FB,2021,5,21,319.290009,319.929993,315.809998,316.230011
FB,2021,5,24,318.209991,325.950012,318.029999,324.630005
FB,2021,5,25,327.079987,329.179993,324.799988,327.790009
FB,2021,5,26,328.350006,329.829987,325.820007,327.660004
FB,2021,5,27,328.0,333.779999,326.76001,332.75
FB,2021,5,28,331.0,332.869995,328.329987,328.730011
FB,2021,6,1,330.149994,331.420013,326.640015,329.130005
FB,2021,6,2,330.380005,331.869995,327.119995,329.149994
FB,2021,6,3,325.779999,327.380005,323.480011,326.040009
FB,2021,6,4,325.899994,332.459991,325.179993,330.350006
FB,2021,6,7,329.480011,337.690002,328.929993,336.579987
FB,2021,6,8,336.700012,338.299988,332.23999,333.679993
FB,2021,6,9,335.73999,336.799988,330.0,330.25
FB,2021,6,10,330.790009,333.940002,328.549988,332.459991
FB,2021,6,11,332.579987,332.829987,328.929993,331.26001
FB,2021,6,14,331.899994,336.820007,329.809998,336.769989
FB,2021,6,15,336.98999,339.920013,335.029999,336.75
FB,2021,6,16,336.700012,337.549988,328.720001,331.079987
FB,2021,6,17,330.48999,337.980011,330.149994,336.51001
FB,2021,6,18,263.059998,267.75,259.809998,263.41499350000004
FB,2021,6,21,331.089996,332.920013,327.649994,332.290009
FB,2021,6,22,332.690002,339.920013,332.600006,339.029999
FB,2021,6,23,339.350006,343.420013,338.200012,340.589996
FB,2021,6,24,341.850006,344.899994,341.790009,343.179993
FB,2021,6,25,342.589996,344.119995,339.679993,341.369995
FB,2021,6,28,342.459991,358.140015,341.769989,355.640015
FB,2021,6,29,356.269989,356.73999,349.049988,351.890015
FB,2021,6,30,352.170013,352.920013,347.170013,347.709991
FB,2021,7,1,346.820007,354.670013,346.5,354.390015
FB,2021,7,2,355.100006,356.440002,352.619995,354.700012
FB,2021,7,6,356.5,358.790009,349.179993,352.779999
FB,2021,7,7,355.26001,356.48999,350.0,350.48999
FB,2021,7,8,345.730011,348.329987,342.559998,345.649994
FB,2021,7,9,345.320007,350.709991,345.269989,350.420013
FB,2021,7,12,351.230011,354.190002,349.640015,353.160004
FB,2021,7,13,351.5,358.48999,348.799988,352.089996
FB,2021,7,14,354.559998,355.200012,346.730011,347.630005
FB,2021,7,15,349.230011,349.230011,340.220001,344.459991
FB,2021,7,16,344.910004,345.98999,340.140015,341.160004
FB,2021,7,19,337.570007,339.790009,334.540009,336.950012
FB,2021,7,20,338.799988,343.450012,334.5,341.660004
FB,2021,7,21,341.5,346.519989,341.25,346.230011
FB,2021,7,22,346.679993,351.540009,345.209991,351.190002
FB,2021,7,23,360.910004,375.329987,357.190002,369.790009
FB,2021,7,26,369.579987,374.440002,368.220001,372.459991
FB,2021,7,27,371.910004,373.149994,364.549988,367.809998
FB,2021,7,28,374.559998,377.549988,366.929993,373.279999
FB,2021,7,29,263.059998,267.75,259.809998,263.41499350000004
FB,2021,7,30,354.0,360.730011,352.940002,356.299988
FB,2021,8,2,358.100006,359.399994,350.73999,351.950012
FB,2021,8,3,352.730011,353.769989,347.700012,351.23999
FB,2021,8,4,352.420013,360.480011,351.51001,358.920013
FB,2021,8,5,359.640015,363.899994,356.899994,362.970001
FB,2021,8,6,361.399994,365.149994,361.399994,363.51001
