Stock,Day,Month,Year,Open,High,Low,Close
AMZN,23,Mar,2021,3127.000000,3182.000000,3120.850098,3137.500000
AMZN,24,Mar,2021,3151.040039,3160.310059,3085.149902,3087.070068
AMZN,25,Mar,2021,3072.989990,3109.780029,3037.139893,3046.260010
AMZN,26,Mar,2021,3044.060059,3056.659912,2996.000000,3052.030029
AMZN,29,Mar,2021,3055.439941,3091.250000,3028.449951,3075.729980
AMZN,30,Mar,2021,,,,
AMZN,31,Mar,2021,3064.060059,3119.330078,3062.500000,3094.080078
—,—,—,—,—,—,—,—
AMZN,01,Apr,2021,3117.939941,3162.439941,3115.550049,3161.000000
AMZN,05,Apr,2021,3173.000000,3235.959961,3161.239990,3226.729980
AMZN,06,Apr,2021,3223.750000,3247.310059,3217.040039,3223.820068
AMZN,07,Apr,2021,3233.800049,3303.610107,3223.649902,3279.389893
AMZN,08,Apr,2021,3310.899902,3324.500000,3292.000000,3299.300049
AMZN,09,Apr,2021,3304.699951,3372.199951,3288.899902,3372.199951
AMZN,12,Apr,2021,3355.209961,3395.040039,3351.149902,3379.389893
AMZN,13,Apr,2021,3400.850098,3432.000000,3395.629883,3400.000000
AMZN,14,Apr,2021,3404.040039,3404.129883,3326.000000,3333.000000
AMZN,15,Apr,2021,3371.000000,3397.000000,3352.000000,3379.090088
AMZN,16,Apr,2021,3380.000000,3406.800049,3355.590088,3399.439941
AMZN,19,Apr,2021,3390.330078,3435.929932,3360.159912,3372.010010
AMZN,20,Apr,2021,3373.600098,3382.989990,3316.000000,3334.689941
AMZN,21,Apr,2021,3316.000000,3362.860107,3303.810059,3362.020020
AMZN,22,Apr,2021,3371.679932,3372.870117,3301.449951,3309.040039
AMZN,23,Apr,2021,3319.100098,3375.000000,3308.500000,3340.879883
AMZN,26,Apr,2021,3348.000000,3428.449951,3330.939941,3409.000000
AMZN,27,Apr,2021,3443.469971,3460.000000,3398.010010,3417.429932
AMZN,28,Apr,2021,3434.800049,3489.879883,3425.000000,3458.500000
AMZN,29,Apr,2021,3505.100098,3514.449951,3435.000000,3471.310059
AMZN,30,Apr,2021,3525.120117,3554.000000,3462.500000,3467.419922
AMZN,03,May,2021,3484.729980,3486.649902,3372.699951,3386.489990
AMZN,04,May,2021,3356.189941,3367.979980,3272.129883,3311.870117
AMZN,05,May,2021,3338.860107,3354.699951,3264.360107,3270.540039
AMZN,06,May,2021,3270.000000,3314.399902,3247.199951,3306.370117
AMZN,07,May,2021,3319.090088,3330.889893,3289.070068,3291.610107
AMZN,10,May,2021,3282.320068,3283.000000,3190.000000,3190.489990
AMZN,11,May,2021,3136.280029,3238.000000,3127.370117,3223.909912
AMZN,12,May,2021,3185.000000,3207.939941,3133.100098,3151.939941
AMZN,13,May,2021,3185.469971,3203.840088,3133.000000,3161.469971
AMZN,14,May,2021,3185.560059,3228.860107,3183.000000,3222.899902
AMZN,17,May,2021,3245.929932,3292.750000,3234.590088,3270.389893
AMZN,18,May,2021,3292.580078,3312.000000,3230.370117,3232.280029
AMZN,19,May,2021,3195.000000,3234.750000,3184.000000,3231.800049
AMZN,20,May,2021,3244.399902,3259.679932,3236.179932,3247.679932
AMZN,21,May,2021,3250.000000,3256.689941,3197.010010,3203.080078
AMZN,24,May,2021,,,,
AMZN,25,May,2021,3266.669922,3279.820068,3213.760010,3259.050049
AMZN,26,May,2021,3274.590088,3295.729980,3258.510010,3265.159912
AMZN,27,May,2021,3256.000000,3260.360107,3230.040039,3230.110107
AMZN,28,May,2021,3242.000000,3247.989990,3219.699951,3223.070068
—,—,—,—,—,—,—,—
AMZN,01,Jun,2021,3243.500000,3250.979980,3209.060059,3218.649902
AMZN,02,Jun,2021,3223.100098,3235.000000,3208.000000,3233.989990
AMZN,03,Jun,2021,3204.229980,3214.439941,3184.030029,3187.010010
AMZN,04,Jun,2021,3212.000000,3221.000000,3198.810059,3206.219971
AMZN,07,Jun,2021,3197.330078,3208.000000,3172.199951,3198.010010
AMZN,08,Jun,2021,3222.610107,3279.530029,3218.010010,3264.110107
AMZN,09,Jun,2021,3272.870117,3297.580078,3270.699951,3281.149902
AMZN,10,Jun,2021,3282.010010,3351.000000,3281.149902,3349.649902
AMZN,11,Jun,2021,3349.649902,3366.580078,3333.449951,3346.830078
AMZN,14,Jun,2021,3346.830078,3385.000000,3335.500000,3383.870117
AMZN,15,Jun,2021,3384.000000,3396.989990,3363.110107,3383.129883
AMZN,16,Jun,2021,3392.000000,3426.350098,3360.530029,3415.250000
AMZN,17,Jun,2021,3403.179932,3497.199951,3401.000000,3489.239990
AMZN,18,Jun,2021,3479.989990,3507.000000,3473.709961,3486.899902
AMZN,21,Jun,2021,3476.419922,3482.000000,3434.000000,3453.959961
AMZN,22,Jun,2021,3458.060059,3523.780029,3456.090088,3505.439941
AMZN,23,Jun,2021,3505.000000,3521.000000,3483.199951,3503.820068
AMZN,24,Jun,2021,3507.639893,3524.860107,3430.850098,3449.080078
AMZN,25,Jun,2021,3464.000000,3464.820068,3394.179932,3401.459961
AMZN,28,Jun,2021,3416.000000,3448.000000,3413.510010,3443.889893
AMZN,29,Jun,2021,3438.820068,3456.030029,3423.030029,3448.139893
AMZN,30,Jun,2021,3441.060059,3471.600098,3435.000000,3440.159912
—,—,—,—,—,—,—,—
AMZN,01,Jul,2021,,,,
AMZN,02,Jul,2021,3451.639893,3511.719971,3436.919922,3510.979980
AMZN,06,Jul,2021,3530.110107,3685.479980,3529.000000,3675.739990
AMZN,07,Jul,2021,3717.379883,3734.199951,3678.909912,3696.580078
AMZN,08,Jul,2021,3643.560059,3759.989990,3621.120117,3731.409912
AMZN,09,Jul,2021,3722.520020,3748.000000,3693.399902,3719.340088
AMZN,12,Jul,2021,3744.000000,3757.290039,3696.790039,3718.550049
AMZN,13,Jul,2021,3702.100098,3773.080078,3671.320068,3677.360107
AMZN,14,Jul,2021,3708.850098,3717.659912,3660.830078,3681.679932
AMZN,15,Jul,2021,3694.199951,3695.399902,3620.919922,3631.199951
AMZN,16,Jul,2021,3633.310059,3646.060059,3570.459961,3573.629883
AMZN,19,Jul,2021,,,,
AMZN,20,Jul,2021,3567.320068,3592.000000,3518.000000,3573.189941
AMZN,21,Jul,2021,3576.379883,3586.449951,3543.639893,3585.199951
AMZN,22,Jul,2021,3587.229980,3640.020020,3582.270020,3638.030029
AMZN,23,Jul,2021,,,,
AMZN,26,Jul,2021,3673.169922,3712.080078,3647.250000,3699.820068
AMZN,27,Jul,2021,3698.500000,3698.500000,3586.149902,3626.389893
AMZN,28,Jul,2021,3633.780029,3658.419922,3601.000000,3630.320068
AMZN,29,Jul,2021,3627.750000,3637.949951,3580.010010,3599.919922
AMZN,30,Jul,2021,,,,
AMZN,02,Aug,2021,3353.100098,3358.919922,3317.000000,3331.479980
AMZN,03,Aug,2021,3340.719971,3391.000000,3299.770020,3366.239990
AMZN,04,Aug,2021,3379.350098,3388.879883,3345.560059,3354.719971
AMZN,05,Aug,2021,3356.219971,3389.000000,3340.919922,3375.989990
AMZN,06,Aug,2021,3375.000000,3375.000000,3329.040039,3344.939941
AMZN,09,Aug,2021,3343.610107,3354.879883,3328.520020,3341.870117
AMZN,10,Aug,2021,3345.010010,3358.000000,3315.000000,3320.679932
AMZN,11,Aug,2021,3331.449951,3337.699951,3277.790039,3292.110107
AMZN,12,Aug,2021,3290.000000,3314.510010,3269.669922,3303.500000
AMZN,13,Aug,2021,3305.669922,3306.070068,3283.000000,3293.969971
AMZN,16,Aug,2021,3283.000000,3300.000000,3211.129883,3298.989990
AMZN,17,Aug,2021,3277.500000,3280.489990,3225.679932,3241.959961
AMZN,18,Aug,2021,3241.989990,3254.100098,3200.000000,3201.219971
AMZN,19,Aug,2021,3194.020020,3233.000000,3182.459961,3187.750000
AMZN,20,Aug,2021,3203.870117,3207.810059,3175.760010,3199.949951
AMZN,23,Aug,2021,3211.899902,3280.899902,3210.010010,3265.870117
AMZN,24,Aug,2021,3280.000000,3315.489990,3274.580078,3305.780029
AMZN,25,Aug,2021,3309.870117,3321.000000,3286.149902,3299.179932
AMZN,26,Aug,2021,3299.000000,3332.000000,3296.000000,3316.000000
AMZN,27,Aug,2021,3333.229980,3352.320068,3313.750000,3349.629883
AMZN,30,Aug,2021,3357.429932,3445.000000,3355.219971,3421.570068
AMZN,31,Aug,2021,3424.800049,3472.580078,3395.590088,3470.790039
—,—,—,—,—,—,—,—
AMZN,01,Sep,2021,3496.399902,3527.000000,3475.239990,3479.000000
AMZN,02,Sep,2021,3494.760010,3511.959961,3455.000000,3463.120117
AMZN,03,Sep,2021,3452.000000,3482.669922,3436.439941,3478.050049
AMZN,07,Sep,2021,3478.000000,3528.090088,3476.939941,3509.290039
AMZN,08,Sep,2021,3511.649902,3545.629883,3495.669922,3525.500000
AMZN,09,Sep,2021,3526.020020,3549.989990,3480.370117,3484.159912
AMZN,10,Sep,2021,3501.830078,3508.449951,3462.909912,3469.149902
AMZN,13,Sep,2021,3482.800049,3497.959961,3438.000000,3457.169922
AMZN,14,Sep,2021,3475.550049,3486.810059,3437.709961,3450.000000
AMZN,15,Sep,2021,3442.520020,3485.419922,3402.010010,3475.790039
AMZN,16,Sep,2021,3459.959961,3492.550049,3446.139893,3488.239990
AMZN,17,Sep,2021,3488.409912,3497.409912,3452.129883,3462.520020
AMZN,20,Sep,2021,3396.000000,3419.000000,3305.010010,3355.729980
AMZN,21,Sep,2021,3375.000000,3379.699951,3332.389893,3343.629883
AMZN,22,Sep,2021,,,,
AMZN,23,Sep,2021,3380.050049,3428.959961,3380.050049,3416.000000
AMZN,24,Sep,2021,3402.010010,3429.260010,3393.399902,3425.520020
AMZN,27,Sep,2021,3371.500000,3415.570068,3339.610107,3405.800049
AMZN,28,Sep,2021,3357.709961,3369.189941,3290.100098,3315.959961
AMZN,29,Sep,2021,3322.110107,3351.300049,3297.870117,3301.120117
AMZN,30,Sep,2021,3316.000000,3327.850098,3273.989990,3285.040039
